open,high,low,close,quoteVol,volume,timestamp,returns,log_returns,close_ma_5,close_ma_10,volatility_5,volatility_20,ema_10,ema_20,rsi_14,macd,macd_signal,bb_upper,bb_lower
2590.18,2601.95,2570.23,2576.56,87021.638,224943588.90714,2025-07-04 00:00:00,,,,,,,2576.56,2576.56,,0.0,0.0,,
2576.56,2584.01,2528.77,2533.85,177088.382,452698373.59792,2025-07-04 04:00:00,-0.016576365386406722,-0.01671529072222997,,,,,2568.794545454545,2572.4923809523807,,-3.4070655270652423,-0.6814131054130486,,
2533.85,2557.82,2525.8,2548.01,135019.496,343719361.65504,2025-07-04 08:00:00,0.005588333958205904,0.00557277715083783,,,,,2565.0155371900823,2570.1607256235825,,-4.90801925309006,-1.526734334948451,,
2548.01,2555.23,2496.97,2499.61,286226.159,721144969.32801,2025-07-04 12:00:00,-0.018995215874349047,-0.0191779426441079,,,,,2553.12362133734,2563.4416088975267,,-9.889016967176758,-3.1991908613941122,,
2499.61,2502.66,2473.16,2481.58,180327.774,448296261.21835,2025-07-04 16:00:00,-0.007213125247538699,-0.007239265613798626,2527.922,,,,2540.115690185096,2555.6452651930003,,-15.117103301949555,-5.582773349505201,,
2481.58,2519.6,2480.21,2506.86,96350.242,241149232.83493,2025-07-04 20:00:00,0.010187058245150427,0.01013551988793748,2513.982,,0.013007001111395763,,2534.069201060533,2550.9990494603335,,-17.024269481022657,-7.871072575808693,,
2506.86,2523.93,2497.23,2517.3,80972.123,203555294.06768,2025-07-05 00:00:00,0.004164572413297929,0.004155924582968167,2510.672,,0.011804005555865943,,2531.020255413163,2547.789616178397,,-17.49165871555533,-9.79518980375802,,
2517.3,2528.78,2511.32,2520.35,61948.528,156149055.84367,2025-07-05 04:00:00,0.0012116156199100114,0.0012108822060554853,2505.1400000000003,,0.011322230617134972,,2529.0802089744057,2545.176319399502,,-17.415206876906723,-11.319193218387761,,
2520.35,2524.73,2507.65,2516.71,75430.321,189865771.15275,2025-07-05 08:00:00,-0.0014442438550200665,-0.0014452877804194068,2508.56,,0.006464607871365763,,2526.831080069968,2542.465241361454,,-17.44721518706092,-12.544797612122395,,
2516.71,2520.96,2503.94,2506.88,61453.322,154451397.80958,2025-07-05 12:00:00,-0.003905893011113659,-0.003913540932357793,2513.62,2520.7709999999997,0.005455917687243702,,2523.2036109663372,2539.076170755601,,-18.05762380399574,-13.647362850497064,,
