open,high,low,close,quoteVol,volume,timestamp,returns,log_returns,close_ma_5,close_ma_10,volatility_5,volatility_20,ema_10,ema_20,rsi_14,macd,macd_signal,bb_upper,bb_lower
108033.5,108170.1,108009.0,108036.6,177.7743,19214194.40867,2025-07-05 10:00:00,,,,,,,108036.6,108036.6,,0.0,0.0,,
108036.6,108175.0,108036.6,108059.1,211.3511,22851069.9456,2025-07-05 11:00:00,0.00020826275539964634,0.00020824107172255234,,,,,108040.69090909092,108038.74285714286,,1.7948717948747799,0.358974358974956,,
108059.1,108110.8,107908.8,108106.1,204.1378,22046662.19648,2025-07-05 12:00:00,0.00043494717242698044,0.0004348526103242652,,,,,108052.58347107438,108045.15782312925,,6.929943750452367,1.6731682372704384,,
108106.1,108194.4,108055.9,108077.5,193.0522,20870795.77121,2025-07-05 13:00:00,-0.00026455491410759535,-0.00026458991493211414,,,,,108057.11374906085,108048.23803045027,,8.592693074606359,3.0570732047376223,,
108077.5,108179.9,108043.1,108149.9,141.888,15340848.77069,2025-07-05 14:00:00,0.000669889662510581,0.000669665386585105,108085.84,,,,108073.98397650433,108057.92012278835,,15.572993051377125,5.560257174065523,,
108149.9,108150.0,107993.3,108012.7,178.0478,19238658.17209,2025-07-05 15:00:00,-0.0012686095872488368,-0.0012694149535936335,108081.06000000001,,0.000766645037232548,,108062.84143532172,108053.61344442755,,9.91968969356094,6.432143677964606,,
108012.7,108070.0,107810.9,108059.3,433.748,46822063.47931,2025-07-05 16:00:00,0.0004314307484212243,0.00043133770893498424,108081.1,,0.0007911101938160419,,108062.19753799049,108054.15502114873,,9.094797436657245,6.964674429703135,,
108059.3,108130.7,107884.3,108044.8,203.0085,21924498.15815,2025-07-05 17:00:00,-0.0001341855814354087,-0.00013419458512599393,108068.84000000001,,0.0007530225910356112,,108059.03434926494,108053.26406675362,,7.188174757466186,7.009374495255745,,
108044.8,108056.3,107911.2,107942.3,142.2456,15358149.81378,2025-07-05 18:00:00,-0.0009486805473285509,-0.0009491308295241559,108041.8,,0.000844049440089535,,108037.80992212586,108042.69606039613,,-2.5641726379835745,5.094665068607882,,
107942.3,108124.9,107900.0,108092.1,127.7296,13798192.63538,2025-07-05 19:00:00,0.0013877784705347285,0.0013868163959877887,108030.23999999999,108058.04,0.0010703703664140742,,108047.6808453757,108047.40119750125,,1.7741782360972138,4.430567702105749,,
