open,high,low,close,quoteVol,volume,timestamp,returns,log_returns,close_ma_5,close_ma_10,volatility_5,volatility_20,ema_10,ema_20,rsi_14,macd,macd_signal,bb_upper,bb_lower
107997.0,107997.0,107996.9,107996.9,0.8107,87553.09241,2025-07-05 20:12:00,,,,,,,107996.9,107996.9,,0.0,0.0,,
